rouge1_f,rouge2_f,rougeL_f,latency_sec,compression_ratio,repetition_rate,guid,top_k,article_char_len,reference_char_len,engine
0.43708609271523186,0.1610738255033557,0.27814569536423844,0.0003144999936921522,0.1835334476843911,0.015625,1994,2,1749,101,tfidf
0.464,0.0975609756097561,0.256,0.0003361999988555908,0.12810601877415792,0.0,5858,2,1811,172,tfidf
0.4480874316939891,0.13259668508287292,0.26229508196721313,0.00034240000240970403,0.2134427911749615,0.0,21750,2,1949,130,tfidf
0.4918032786885246,0.06666666666666667,0.26229508196721313,0.00022289999469649047,0.20015576323987538,0.0,11650,2,1284,146,tfidf
0.49333333333333335,0.06756756756756756,0.29333333333333333,0.000453799992101267,0.11154446177847113,0.045454545454545414,13167,2,2564,176,tfidf
0.5360824742268041,0.12631578947368421,0.32989690721649484,0.0006406000029528514,0.037076553747666045,0.0,1672,2,3749,142,tfidf
0.46913580246913583,0.1875,0.24691358024691357,0.0005987000040477142,0.07750611246943766,0.013698630136986356,4703,2,4090,169,tfidf
0.39999999999999997,0.1111111111111111,0.2181818181818182,0.00033009999606292695,0.13432835820895522,0.0,8416,2,1742,123,tfidf
0.5102040816326531,0.10416666666666667,0.32653061224489793,0.0003436000115470961,0.08733371891266628,0.0,1561,2,1729,162,tfidf
0.5344827586206896,0.14035087719298245,0.25862068965517243,0.0012959000014234334,0.022450211225105612,0.0,15460,2,8285,188,tfidf
0.1875,0.0,0.12500000000000003,0.0005575000104727224,0.048209366391184574,0.0,10744,2,2904,84,tfidf
0.396039603960396,0.15,0.21782178217821782,0.00028360000578686595,0.304755944931164,0.018018018018018056,494,3,1598,142,tfidf
0.31521739130434784,0.13186813186813187,0.19565217391304346,0.00039600000309292227,0.18983957219251338,0.0,8563,3,2618,114,tfidf
0.42201834862385323,0.32407407407407407,0.3486238532110092,0.0003778000100282952,0.26858877086494687,0.01041666666666663,55,3,1977,148,tfidf
0.3823529411764706,0.0,0.23529411764705882,0.00031940000189933926,0.043279022403258656,0.0,11152,3,1964,115,tfidf
0.5233644859813084,0.09523809523809523,0.24299065420560748,0.0007078999915393069,0.03582766439909297,0.0,5005,3,4410,169,tfidf
0.48148148148148145,0.1509433962264151,0.25925925925925924,0.0002592999953776598,0.16690042075736325,0.0,10389,3,1426,93,tfidf
0.3003663003663004,0.21402214022140223,0.21978021978021978,0.0004132000030949712,0.36349848331648127,0.008264462809917328,7706,3,1978,122,tfidf
0.4022346368715084,0.22598870056497175,0.2793296089385475,0.00024739999207668006,0.3215926493108729,0.013698630136986356,3927,3,1306,145,tfidf
0.44705882352941173,0.14229249011857706,0.23529411764705882,0.00039679999463260174,0.23879380603096984,0.0,14906,3,2454,211,tfidf
0.2857142857142857,0.038834951456310676,0.20952380952380953,0.0005914000066695735,0.08731130150958792,0.0,10408,3,2451,123,tfidf
0.6562500000000001,0.13684210526315788,0.2708333333333333,0.0006807000027038157,0.07130852340936375,0.0,14913,3,4165,271,tfidf
0.4883720930232558,0.265625,0.3178294573643411,0.0005028000014135614,0.20494186046511628,0.03669724770642202,14438,3,2752,209,tfidf
