rouge1_f,rouge2_f,rougeL_f,compression_ratio,repetition_rate,guid,top_k,article_char_len,reference_char_len,engine,summarizer_core_latency_sec
0.4571428571428572,0.04347826086956522,0.24285714285714288,0.06351931330472103,0.125,15080,2,4660,150,tfidf,0.0006826000026194379
0.5,0.11320754716981132,0.2962962962962963,0.11663807890222985,0.0,1994,2,1749,101,tfidf,0.00031709999893791974
0.464,0.0975609756097561,0.256,0.12810601877415792,0.0,5858,2,1811,172,tfidf,0.000287499999103602
0.4456521739130435,0.13186813186813187,0.2608695652173913,0.21498204207285787,0.0,21750,2,1949,130,tfidf,0.0004152000037720427
0.4918032786885246,0.06666666666666667,0.26229508196721313,0.20015576323987538,0.0,11650,2,1284,146,tfidf,0.00023640000290470198
0.49333333333333335,0.06756756756756756,0.29333333333333333,0.11154446177847113,0.045454545454545414,13167,2,2564,176,tfidf,0.0004270999997970648
0.5360824742268041,0.12631578947368421,0.32989690721649484,0.037076553747666045,0.0,1672,2,3749,142,tfidf,0.0006471999950008467
0.46913580246913583,0.1875,0.24691358024691357,0.07750611246943766,0.013698630136986356,4703,2,4090,169,tfidf,0.000636500000837259
0.39999999999999997,0.1111111111111111,0.2181818181818182,0.13432835820895522,0.0,8416,2,1742,123,tfidf,0.00028030000248691067
0.5102040816326531,0.10416666666666667,0.32653061224489793,0.08733371891266628,0.0,1561,2,1729,162,tfidf,0.00031030000536702573
0.5344827586206896,0.14035087719298245,0.25862068965517243,0.022450211225105612,0.0,15460,2,8285,188,tfidf,0.0014470000023720786
0.1875,0.0,0.12500000000000003,0.048209366391184574,0.0,10744,2,2904,84,tfidf,0.0005864999984623864
0.425287356321839,0.12790697674418605,0.24137931034482757,0.24718397997496871,0.022222222222222254,494,3,1598,142,tfidf,0.00028960000054212287
0.31521739130434784,0.13186813186813187,0.19565217391304346,0.18983957219251338,0.0,8563,3,2618,114,tfidf,0.0005611999949906021
0.5777777777777778,0.19548872180451127,0.2518518518518518,0.13808801213960548,0.0,55,3,1977,148,tfidf,0.0003646000041044317
0.37142857142857144,0.014492753623188404,0.2,0.15631364562118127,0.0,11152,3,1964,115,tfidf,0.00031740000122226775
0.47887323943661975,0.1142857142857143,0.22535211267605634,0.0582766439909297,0.01538461538461533,5005,3,4410,169,tfidf,0.0006716999996569939
0.4390243902439024,0.1322314049586777,0.22764227642276424,0.19915848527349228,0.0,10389,3,1426,93,tfidf,0.00026109999453183264
0.3003663003663004,0.21402214022140223,0.21978021978021978,0.36349848331648127,0.008264462809917328,7706,3,1978,122,tfidf,0.00030249999690568075
0.4558823529411765,0.19402985074626866,0.2647058823529412,0.21516079632465543,0.0,3927,3,1306,145,tfidf,0.0002480999974068254
0.48927038626609437,0.15584415584415584,0.2575107296137339,0.21271393643031786,0.0,14906,3,2454,211,tfidf,0.00045559999853139743
0.3709677419354839,0.04918032786885246,0.22580645161290322,0.10771113831089352,0.0,10408,3,2451,123,tfidf,0.00039760000072419643
